ID fornecimento,Data,ID Und Reab,Política Pública,Origem das mudas,Finalidade da doação,SomaDequant
757,05-mar.-21,546,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
758,09-mar.-21,548,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,110
759,09-mar.-21,549,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,115
760,09-mar.-21,550,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,230
761,10-mar.-21,551,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
762,11-mar.-21,552,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,170
763,12-mar.-21,553,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,250
764,15-mar.-21,554,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,165
765,16-mar.-21,555,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,138
766,16-mar.-21,556,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,210
767,16-mar.-21,557,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
768,19-mar.-21,558,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
769,22-mar.-21,559,Programa Reflorestar (convencional),Granja do Ipê,convencional,45
770,22-mar.-21,560,Programa Reflorestar (convencional),Granja do Ipê,convencional,30
771,24-mar.-21,561,Programa Reflorestar (convencional),Granja do Ipê,convencional,70
773,07-abr.-21,540,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
774,06-abr.-21,564,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
775,09-abr.-21,565,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
776,26-abr.-21,566,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
777,30-abr.-21,463,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
778,05-mai.-21,571,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
779,19-dez.-18,573,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
780,14-mai.-21,466,Programa Reflorestar (convencional),Granja do Ipê,convencional,40
781,21-mai.-21,32,Programa Reflorestar (convencional),Granja do Ipê,convencional,13
782,01-jun.-21,642,Programa Reflorestar (convencional),Granja do Ipê,convencional,21
783,22-ago.-13,583,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
785,17-mar.-15,584,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
786,14-nov.-16,585,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
787,17-fev.-16,586,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
788,05-nov.-12,587,Programa Reflorestar (convencional),Casa do Cerrado,convencional,166
789,23-jan.-14,588,Programa Reflorestar (convencional),Casa do Cerrado,convencional,50
791,26-mar.-13,590,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
792,11-dez.-17,591,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
793,13-nov.-12,592,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
794,14-mai.-15,592,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
795,28-mar.-14,593,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
796,15-mar.-13,594,Programa Reflorestar (convencional),Casa do Cerrado,convencional,1200
797,09-nov.-10,595,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
798,07-out.-15,595,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
799,21-out.-13,596,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
800,07-nov.-18,597,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
801,04-mai.-16,598,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
802,24-jan.-12,599,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
803,22-jan.-13,600,Programa Reflorestar (convencional),Granja do Ipê,convencional,361
804,20-dez.-19,602,Programa Reflorestar (convencional),Granja do Ipê,convencional,121
805,11-set.-14,604,Programa Reflorestar (convencional),Casa do Cerrado,convencional,230
806,27-jan.-20,605,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
807,01-dez.-11,606,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
808,06-fev.-15,606,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
809,29-jan.-18,607,Programa Reflorestar (convencional),Granja do Ipê,convencional,350
810,01-nov.-11,608,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
811,06-nov.-12,608,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
812,10-jan.-14,609,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
813,01-jan.-18,610,Programa Reflorestar (convencional),Granja do Ipê,convencional,435
814,01-jan.-18,610,Programa Reflorestar (convencional),Casa do Cerrado,convencional,65
815,21-nov.-18,611,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
816,27-ago.-13,612,Programa Reflorestar (convencional),Casa do Cerrado,convencional,160
817,17-nov.-15,612,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
818,04-out.-12,613,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
819,01-mai.-11,614,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
821,08-fev.-13,617,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
822,02-jan.-14,617,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
823,09-jan.-17,617,Programa Reflorestar (convencional),Granja do Ipê,convencional,183
824,10-jan.-18,618,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
825,18-jan.-18,620,Programa Reflorestar (convencional),Granja do Ipê,convencional,475
826,19-jan.-18,620,Programa Reflorestar (convencional),Casa do Cerrado,convencional,25
827,13-nov.-19,621,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
828,14-ago.-15,622,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
829,17-mai.-12,623,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
830,27-jan.-12,624,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
831,05-dez.-13,624,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
832,14-nov.-17,625,Programa Reflorestar (convencional),Casa do Cerrado,convencional,210
833,24-nov.-17,625,Programa Reflorestar (convencional),Granja do Ipê,convencional,130
834,23-abr.-14,626,Programa Reflorestar (convencional),Casa do Cerrado,convencional,220
835,02-abr.-15,627,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
836,05-dez.-16,628,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
837,26-jan.-18,629,Programa Reflorestar (convencional),Granja do Ipê,convencional,220
838,26-jan.-18,629,Programa Reflorestar (convencional),Casa do Cerrado,convencional,30
839,20-fev.-13,630,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
840,02-abr.-12,631,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
841,19-abr.-12,632,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
843,03-fev.-09,633,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
844,03-nov.-11,633,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
845,14-nov.-13,634,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
846,10-nov.-14,635,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
847,14-set.-13,636,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
848,22-jan.-12,637,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
849,03-set.-14,638,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
850,01-fev.-16,639,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
851,01-nov.-18,639,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
852,21-nov.-16,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
853,01-dez.-16,641,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
854,02-dez.-16,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
855,12-dez.-16,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
856,18-dez.-16,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,280
857,05-jan.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,275
858,13-jan.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
859,18-jan.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
860,20-nov.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
861,01-nov.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,142
862,01-nov.-17,640,Programa Reflorestar (convencional),Casa do Cerrado,convencional,108
863,07-nov.-17,640,Programa Reflorestar (convencional),Casa do Cerrado,convencional,150
864,07-nov.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
865,14-nov.-17,640,Programa Reflorestar (convencional),Casa do Cerrado,convencional,180
866,08-nov.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,70
867,08-nov.-17,640,Programa Reflorestar (convencional),Casa do Cerrado,convencional,160
868,09-nov.-17,640,Programa Reflorestar (convencional),Granja do Ipê,convencional,90
869,07-nov.-19,643,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
870,07-nov.-19,644,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
871,20-dez.-11,646,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
872,08-jan.-14,648,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
873,16-nov.-16,649,Programa Reflorestar (convencional),Granja do Ipê,convencional,1000
874,22-out.-12,650,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
875,27-fev.-15,650,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
876,09-nov.-18,650,Programa Reflorestar (convencional),Granja do Ipê,convencional,20
877,29-jan.-18,651,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
878,03-jan.-18,651,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
879,01-jan.-11,652,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
880,17-fev.-11,653,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
881,23-jan.-12,653,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
882,17-mar.-15,653,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
883,18-dez.-13,654,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
884,29-jan.-18,655,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
885,18-dez.-13,656,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
886,27-ago.-14,657,Programa Reflorestar (convencional),Casa do Cerrado,convencional,1200
887,27-fev.-11,658,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
888,29-jan.-13,658,Programa Reflorestar (convencional),Granja do Ipê,convencional,30
889,02-jan.-12,659,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
890,01-mar.-13,660,Programa Reflorestar (convencional),Granja do Ipê,convencional,130
891,14-dez.-11,661,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
892,01-jan.-18,662,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
893,01-ago.-12,664,Programa Reflorestar (convencional),Granja do Ipê,convencional,170
894,09-ago.-13,665,Programa Reflorestar (convencional),Casa do Cerrado,convencional,250
895,01-out.-11,670,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
896,01-nov.-13,670,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
897,22-abr.-13,671,Programa Reflorestar (convencional),Granja do Ipê,convencional,593
898,06-mar.-18,672,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
899,02-fev.-18,673,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
900,16-jan.-13,674,Programa Reflorestar (convencional),Granja do Ipê,convencional,650
901,09-jan.-18,675,Programa Reflorestar (convencional),Granja do Ipê,convencional,75
902,09-jan.-18,675,Programa Reflorestar (convencional),Casa do Cerrado,convencional,25
903,14-nov.-12,676,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
904,05-dez.-13,676,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
905,23-nov.-12,677,Programa Reflorestar (convencional),Casa do Cerrado,convencional,180
906,15-jan.-18,678,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
908,16-mar.-15,664,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
909,09-dez.-14,666,Programa Reflorestar (convencional),Casa do Cerrado,convencional,70
910,12-nov.-20,679,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
911,12-nov.-18,680,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
912,23-jan.-20,680,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
913,07-mar.-13,681,Programa Reflorestar (convencional),Granja do Ipê,convencional,450
914,01-dez.-11,681,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
915,11-jan.-17,681,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
916,17-dez.-18,681,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
917,20-dez.-13,682,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
918,20-nov.-12,683,Programa Reflorestar (convencional),Casa do Cerrado,convencional,150
919,27-nov.-13,683,Programa Reflorestar (convencional),Granja do Ipê,convencional,70
920,27-nov.-13,683,Programa Reflorestar (convencional),Casa do Cerrado,convencional,55
921,30-out.-18,683,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
922,17-dez.-18,683,Programa Reflorestar (convencional),Granja do Ipê,convencional,110
923,11-jan.-17,690,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
924,03-jan.-18,690,Programa Reflorestar (convencional),Granja do Ipê,convencional,135
925,03-jan.-18,690,Programa Reflorestar (convencional),Casa do Cerrado,convencional,65
926,29-set.-16,691,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
927,28-jan.-16,691,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
928,01-dez.-10,692,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
929,31-jan.-13,693,Programa Reflorestar (convencional),Granja do Ipê,convencional,600
930,24-jan.-13,694,Programa Reflorestar (convencional),Casa do Cerrado,convencional,333
931,03-out.-14,695,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
932,01-jan.-13,696,Programa Reflorestar (convencional),Casa do Cerrado,convencional,350
933,12-fev.-15,697,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
934,01-nov.-11,698,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
935,01-fev.-17,699,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
936,07-nov.-17,699,Programa Reflorestar (convencional),Granja do Ipê,convencional,575
937,07-nov.-17,699,Programa Reflorestar (convencional),Casa do Cerrado,convencional,225
938,01-out.-11,700,Programa Reflorestar (convencional),Casa do Cerrado,convencional,205
939,29-nov.-17,701,Programa Reflorestar (convencional),Casa do Cerrado,convencional,225
940,31-ago.-11,702,Programa Reflorestar (convencional),Granja do Ipê,convencional,320
941,04-dez.-14,703,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
942,16-nov.-17,704,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
943,10-nov.-17,705,Programa Reflorestar (convencional),Granja do Ipê,convencional,380
944,10-nov.-17,705,Programa Reflorestar (convencional),Casa do Cerrado,convencional,65
945,03-fev.-09,706,Programa Reflorestar (convencional),Granja do Ipê,convencional,400
946,05-nov.-09,706,Programa Reflorestar (convencional),Granja do Ipê,convencional,400
947,01-dez.-12,707,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
948,04-nov.-09,708,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
949,19-nov.-15,708,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
950,27-nov.-17,709,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
951,14-dez.-17,710,Programa Reflorestar (convencional),Casa do Cerrado,convencional,50
953,26-abr.-12,711,Programa Reflorestar (convencional),Casa do Cerrado,convencional,1000
954,22-nov.-11,712,Programa Reflorestar (convencional),Casa do Cerrado,convencional,400
955,18-nov.-14,712,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
957,06-nov.-13,713,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
958,27-jan.-14,713,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
959,06-nov.-17,713,Programa Reflorestar (convencional),Granja do Ipê,convencional,105
960,06-nov.-17,713,Programa Reflorestar (convencional),Casa do Cerrado,convencional,195
961,03-fev.-09,714,Programa Reflorestar (convencional),Granja do Ipê,convencional,450
962,09-nov.-09,714,Programa Reflorestar (convencional),Granja do Ipê,convencional,450
963,10-out.-12,715,Programa Reflorestar (convencional),Casa do Cerrado,convencional,20
964,01-dez.-14,716,Programa Reflorestar (convencional),Granja do Ipê,convencional,450
965,14-nov.-17,717,Programa Reflorestar (convencional),Casa do Cerrado,convencional,305
966,14-nov.-17,717,Programa Reflorestar (convencional),Granja do Ipê,convencional,295
967,03-jan.-12,718,Programa Reflorestar (convencional),Granja do Ipê,convencional,120
968,19-dez.-13,718,Programa Reflorestar (convencional),Casa do Cerrado,convencional,150
969,27-nov.-17,718,Programa Reflorestar (convencional),Granja do Ipê,convencional,445
970,08-dez.-17,719,Programa Reflorestar (convencional),Casa do Cerrado,convencional,275
971,01-nov.-11,720,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
972,04-dez.-14,721,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
973,01-dez.-18,722,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
974,01-mar.-12,723,Programa Reflorestar (convencional),Casa do Cerrado,convencional,250
975,08-dez.-14,724,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
976,18-dez.-12,725,Programa Reflorestar (convencional),Casa do Cerrado,convencional,50
977,13-nov.-12,726,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
978,09-out.-15,728,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
979,09-abr.-15,731,Programa Reflorestar (convencional),Granja do Ipê,convencional,160
980,18-dez.-13,732,Programa Reflorestar (convencional),Casa do Cerrado,convencional,80
981,05-jan.-12,734,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
982,29-mar.-12,735,Programa Reflorestar (convencional),Granja do Ipê,convencional,2000
983,07-nov.-16,738,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
984,17-dez.-18,739,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
985,02-jan.-10,740,Programa Reflorestar (convencional),Casa do Cerrado,convencional,1000
986,01-dez.-10,741,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
987,04-jan.-12,742,Programa Reflorestar (convencional),Granja do Ipê,convencional,109
988,02-jan.-17,759,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
989,26-set.-16,763,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
990,02-jan.-17,765,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
991,03-nov.-17,754,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
992,14-fev.-19,629,Programa Reflorestar (convencional),Granja do Ipê,convencional,135
993,25-jan.-19,775,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
994,12-dez.-12,776,Programa Reflorestar (convencional),Granja do Ipê,convencional,1000
995,20-dez.-14,777,Programa Reflorestar (convencional),Granja do Ipê,convencional,260
996,03-dez.-18,777,Programa Reflorestar (convencional),Granja do Ipê,convencional,210
997,22-jan.-14,778,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
998,19-abr.-16,780,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
999,19-dez.-15,781,Programa Reflorestar (convencional),Granja do Ipê,convencional,350
1000,21-nov.-13,782,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
1001,04-abr.-12,783,Programa Reflorestar (convencional),Casa do Cerrado,convencional,250
1002,11-out.-13,785,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
1003,07-dez.-11,786,Programa Reflorestar (convencional),Casa do Cerrado,convencional,350
1004,01-nov.-13,787,Programa Reflorestar (convencional),Granja do Ipê,convencional,75
1005,11-out.-13,789,Programa Reflorestar (convencional),Casa do Cerrado,convencional,180
1006,05-jan.-13,790,Programa Reflorestar (convencional),Granja do Ipê,convencional,40
1007,14-dez.-18,791,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1008,05-jun.-12,792,Programa Reflorestar (convencional),Casa do Cerrado,convencional,45
1009,04-dez.-18,793,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1010,07-ago.-12,794,Programa Reflorestar (convencional),Casa do Cerrado,convencional,195
1011,07-out.-13,795,Programa Reflorestar (convencional),Casa do Cerrado,convencional,60
1012,04-dez.-14,796,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
1013,27-nov.-12,797,Programa Reflorestar (convencional),Casa do Cerrado,convencional,30
1014,13-jan.-20,798,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
1015,16-dez.-14,799,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
1016,17-dez.-11,800,Programa Reflorestar (convencional),Casa do Cerrado,convencional,70
1017,09-dez.-19,801,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
1018,16-jan.-20,801,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1019,16-jan.-20,801,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1020,27-nov.-20,801,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1021,03-fev.-21,801,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
1022,15-out.-13,802,Programa Reflorestar (convencional),Casa do Cerrado,convencional,65
1023,13-nov.-13,803,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
1024,01-mai.-11,804,Programa Reflorestar (convencional),Casa do Cerrado,convencional,550
1025,27-mar.-15,804,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1026,07-jan.-14,805,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
1027,18-dez.-13,806,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
1028,07-dez.-15,806,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1029,22-nov.-17,806,Programa Reflorestar (convencional),Granja do Ipê,convencional,330
1030,21-nov.-17,806,Programa Reflorestar (convencional),Casa do Cerrado,convencional,170
1031,07-dez.-11,807,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
1032,27-mar.-15,807,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1033,30-ago.-12,808,Programa Reflorestar (convencional),Casa do Cerrado,convencional,150
1034,03-nov.-17,809,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
1035,05-dez.-17,810,Programa Reflorestar (convencional),Granja do Ipê,convencional,57
1036,05-dez.-17,810,Programa Reflorestar (convencional),Casa do Cerrado,convencional,63
1037,29-nov.-11,811,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
1038,17-nov.-17,812,Programa Reflorestar (convencional),Casa do Cerrado,convencional,165
1039,17-nov.-17,812,Programa Reflorestar (convencional),Granja do Ipê,convencional,350
1040,04-fev.-14,813,Programa Reflorestar (convencional),Casa do Cerrado,convencional,400
1042,27-jan.-14,815,Programa Reflorestar (convencional),Casa do Cerrado,convencional,350
1043,16-nov.-18,815,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1044,02-nov.-16,817,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
1045,30-abr.-19,818,Programa Reflorestar (convencional),Granja do Ipê,convencional,160
1046,30-jan.-20,818,Programa Reflorestar (convencional),Granja do Ipê,convencional,130
1047,30-jan.-12,819,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
1048,16-jan.-14,820,Programa Reflorestar (convencional),Casa do Cerrado,convencional,180
1049,30-jan.-18,821,Programa Reflorestar (convencional),Granja do Ipê,convencional,500
1050,14-fev.-12,822,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1051,31-jan.-12,822,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1052,02-fev.-13,822,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
1053,01-fev.-18,823,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1054,01-nov.-11,824,Programa Reflorestar (convencional),Casa do Cerrado,convencional,60
1055,08-nov.-18,825,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1056,14-nov.-12,826,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1057,15-fev.-16,826,Programa Reflorestar (convencional),Granja do Ipê,convencional,703
1058,01-dez.-11,827,Programa Reflorestar (convencional),Casa do Cerrado,convencional,350
1059,15-mar.-11,829,Programa Reflorestar (convencional),Granja do Ipê,convencional,1000
1060,13-nov.-12,829,Programa Reflorestar (convencional),Granja do Ipê,convencional,1000
1061,20-fev.-14,829,Programa Reflorestar (convencional),Casa do Cerrado,convencional,550
1062,08-mar.-18,830,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1063,29-jan.-14,831,Programa Reflorestar (convencional),Casa do Cerrado,convencional,150
1064,07-abr.-14,831,Programa Reflorestar (convencional),Casa do Cerrado,convencional,150
1065,03-dez.-18,831,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1066,21-fev.-19,832,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
1067,01-dez.-16,835,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
1068,01-jan.-17,837,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
1069,07-nov.-18,838,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1070,07-dez.-18,839,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
1071,01-abr.-13,840,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
1072,05-jan.-11,841,Programa Reflorestar (convencional),Granja do Ipê,convencional,1000
1073,20-nov.-12,843,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
1074,01-nov.-11,844,Programa Reflorestar (convencional),Casa do Cerrado,convencional,400
1075,17-ago.-12,846,Programa Reflorestar (convencional),Granja do Ipê,convencional,285
1076,01-nov.-11,847,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
1077,05-jan.-12,847,Programa Reflorestar (convencional),Granja do Ipê,convencional,115
1078,01-nov.-13,847,Programa Reflorestar (convencional),Granja do Ipê,convencional,210
1079,13-out.-14,847,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
1080,24-abr.-14,848,Programa Reflorestar (convencional),Casa do Cerrado,convencional,1100
1081,09-out.-12,849,Programa Reflorestar (convencional),Casa do Cerrado,convencional,250
1082,20-set.-13,850,Programa Reflorestar (convencional),Casa do Cerrado,convencional,230
1084,12-nov.-12,852,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
1085,15-out.-12,853,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1086,19-dez.-12,854,Programa Reflorestar (convencional),Casa do Cerrado,convencional,250
1087,05-dez.-13,855,Programa Reflorestar (convencional),Granja do Ipê,convencional,180
1088,01-jan.-17,856,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
1089,12-nov.-11,858,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
1090,08-abr.-13,858,Programa Reflorestar (convencional),Casa do Cerrado,convencional,500
1091,28-fev.-18,859,Programa Reflorestar (convencional),Granja do Ipê,convencional,300
1092,03-ago.-12,862,Programa Reflorestar (convencional),Casa do Cerrado,convencional,100
1093,04-out.-13,862,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
1094,29-out.-18,863,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
1095,23-nov.-16,864,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
1096,03-jan.-12,865,Programa Reflorestar (convencional),Granja do Ipê,convencional,100
1097,20-set.-21,1020,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
1099,14-mai.-12,861,Programa Reflorestar (convencional),Casa do Cerrado,convencional,400
