ID fornecimento,Data,ID Und Reab,Política Pública,Origem das mudas,Finalidade da doação,SomaDequant
11,10-nov.-20,5,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,230
12,16-out.-20,6,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
13,28-out.-20,7,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,140
14,28-out.-20,325,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,125
15,09-out.-18,8,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
16,21-out.-20,9,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
17,27-out.-20,567,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
18,21-out.-20,10,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
19,21-out.-20,11,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,305
20,29-out.-20,12,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
21,10-mar.-20,13,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,115
22,09-fev.-20,13,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,350
23,18-mar.-20,14,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,170
24,09-mar.-20,16,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,120
25,05-mar.-18,17,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,299
26,03-abr.-19,18,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
27,03-dez.-19,19,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
28,06-ago.-14,20,Programa Reflorestar (convencional),Granja do Ipê,convencional,160
29,10-ago.-14,20,Programa Reflorestar (convencional),Casa do Cerrado,convencional,40
30,01-abr.-11,21,Programa Reflorestar (convencional),Casa do Cerrado,convencional,300
31,17-fev.-12,21,Programa Reflorestar (convencional),Casa do Cerrado,convencional,210
32,10-fev.-15,21,Programa Reflorestar (convencional),Casa do Cerrado,convencional,150
33,01-fev.-18,24,Programa Reflorestar (convencional),Granja do Ipê,convencional,200
34,18-jan.-12,25,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
35,28-nov.-12,25,Programa Reflorestar (convencional),Casa do Cerrado,convencional,200
36,15-ago.-12,26,Programa Reflorestar (convencional),Granja do Ipê,convencional,260
37,05-mai.-15,26,Programa Reflorestar (convencional),Granja do Ipê,convencional,150
38,11-fev.-20,27,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
39,14-fev.-20,28,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
40,07-fev.-20,30,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,450
41,07-fev.-20,29,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
42,12-nov.-20,31,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,263
43,12-nov.-20,31,Programa Reflorestar (convencional),Granja do Ipê,convencional,50
44,12-nov.-20,32,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
45,17-nov.-20,33,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,410
46,28-fev.-20,34,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,332
47,03-mar.-20,35,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,140
48,03-mar.-20,36,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,115
49,17-fev.-20,37,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,240
50,18-fev.-20,38,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,210
51,23-dez.-20,39,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
52,29-out.-20,39,Programa Reflorestar (convencional),Granja do Ipê,convencional,250
53,19-nov.-20,40,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,250
54,19-dez.-20,41,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
55,09-jan.-20,42,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
56,07-jan.-20,43,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
57,20-jan.-20,44,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,360
58,24-jan.-20,45,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,300
59,10-jan.-20,46,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,315
60,10-jan.-20,47,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,285
61,17-jan.-20,48,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
62,21-jan.-20,49,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,330
63,21-jan.-20,50,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
64,22-jan.-20,51,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,170
65,22-jan.-20,52,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
66,22-jan.-20,53,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
67,06-fev.-20,54,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
68,06-fev.-20,55,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,160
69,12-fev.-20,56,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,250
70,04-dez.-19,57,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
71,28-nov.-19,58,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,401
72,22-dez.-17,59,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
73,21-dez.-17,60,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
74,23-jan.-18,61,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,240
75,07-nov.-19,62,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
76,16-mar.-20,63,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
77,26-out.-20,64,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,60
78,26-out.-20,65,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,40
79,15-out.-20,66,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,270
80,18-dez.-19,67,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,300
81,18-dez.-19,68,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,300
82,11-dez.-19,69,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
83,11-dez.-19,70,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
84,04-set.-19,72,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
85,27-jan.-20,324,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
86,20-nov.-18,74,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,250
87,11-dez.-18,75,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,500
88,19-nov.-19,76,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,179
89,19-nov.-19,77,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,163
90,19-nov.-19,322,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,186
91,19-nov.-19,78,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,172
92,25-nov.-19,79,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
93,07-dez.-17,80,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
94,30-jan.-20,81,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
95,16-jan.-20,82,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,350
96,01-fev.-18,83,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
97,12-dez.-17,84,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
98,12-dez.-18,85,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
99,12-dez.-18,86,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
100,25-nov.-19,87,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
101,27-jan.-20,88,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,110
102,14-fev.-20,89,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,190
103,15-dez.-17,90,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
104,15-dez.-17,91,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,350
105,20-nov.-19,92,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
106,19-dez.-17,93,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
107,31-jan.-18,94,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,175
108,31-jan.-18,95,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,145
109,31-jan.-18,96,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,145
110,31-jan.-18,97,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,145
111,05-dez.-18,98,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,120
112,06-fev.-18,99,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,50
113,22-nov.-19,100,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
114,01-dez.-17,101,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,120
115,01-dez.-17,102,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,230
116,27-out.-17,103,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,330
117,24-out.-17,103,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,70
118,15-jan.-19,104,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
119,10-dez.-19,105,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
120,18-fev.-20,106,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,300
121,25-jan.-18,107,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
122,25-jan.-18,108,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
123,30-set.-19,109,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,300
124,05-nov.-19,110,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,120
125,05-nov.-19,111,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,180
126,15-dez.-17,112,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,158
127,15-dez.-17,113,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
128,18-dez.-17,114,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
129,04-fev.-20,115,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,250
130,18-dez.-17,116,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
131,18-dez.-17,117,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
132,21-fev.-20,118,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,53
133,21-fev.-20,119,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,174
134,20-fev.-20,120,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,174
135,23-out.-20,121,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,265
136,13-dez.-19,122,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,180
137,13-dez.-19,123,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,170
138,12-dez.-19,124,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,180
139,20-fev.-18,125,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
140,07-dez.-17,126,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
141,19-out.-20,127,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
143,02-fev.-18,129,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,70
144,13-nov.-18,131,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
145,13-nov.-18,132,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,650
146,13-nov.-18,133,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
147,13-nov.-18,134,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,150
148,01-dez.-17,135,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,50
149,01-dez.-17,136,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,50
150,05-nov.-19,137,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
151,05-nov.-19,138,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
152,05-nov.-19,139,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
153,01-nov.-18,140,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
154,01-nov.-18,141,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
155,21-nov.-17,142,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
156,22-nov.-17,143,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,60
157,22-nov.-17,143,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,40
158,14-nov.-18,144,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,110
159,05-fev.-20,145,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
160,01-dez.-17,146,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
161,27-nov.-17,147,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,170
162,27-nov.-17,147,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,30
163,04-dez.-17,148,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,205
164,04-dez.-17,570,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,95
165,04-dez.-17,149,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,40
166,30-out.-17,149,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,10
167,25-out.-18,150,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
168,22-fev.-18,151,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,50
169,23-jan.-20,152,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
170,23-jan.-20,320,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
171,23-jan.-20,153,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,160
172,05-dez.-17,155,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
173,02-fev.-18,156,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,70
174,22-nov.-17,157,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,145
175,22-nov.-17,158,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,255
176,22-nov.-17,157,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,105
177,22-nov.-17,158,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,75
178,29-nov.-18,159,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
179,29-nov.-18,160,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
180,05-fev.-19,161,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
181,05-dez.-17,162,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,400
182,28-nov.-17,163,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,310
183,28-nov.-17,163,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,30
184,28-nov.-17,165,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
185,28-nov.-17,163,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,60
186,28-nov.-17,166,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,200
187,30-out.-18,167,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,145
188,01-dez.-18,168,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,300
189,05-mar.-20,169,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,260
190,04-nov.-20,171,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,120
191,04-nov.-20,172,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,240
192,04-nov.-20,173,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,100
193,06-nov.-20,174,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,105
194,06-nov.-20,175,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,225
195,12-mar.-20,176,Plano de Revit. Bacia Hidr. Alto Descoberto,Granja do Ipê,convencional,375
196,12-fev.-20,177,Produtor de Água Pipiripau,Granja do Ipê,convencional,2000
197,16-jan.-18,178,Produtor de Água Pipiripau,Granja do Ipê,convencional,1483
198,16-jan.-18,179,Produtor de Água Pipiripau,Granja do Ipê,convencional,200
199,18-jan.-18,180,Produtor de Água Pipiripau,Granja do Ipê,convencional,1586
200,17-jan.-18,181,Produtor de Água Pipiripau,Granja do Ipê,convencional,811
201,17-jan.-18,181,Produtor de Água Pipiripau,Casa do Cerrado,convencional,150
202,17-jan.-18,182,Produtor de Água Pipiripau,Granja do Ipê,convencional,517
203,17-jan.-18,182,Produtor de Água Pipiripau,Casa do Cerrado,convencional,75
204,24-jan.-18,183,Produtor de Água Pipiripau,Granja do Ipê,convencional,5664
205,24-jan.-18,183,Produtor de Água Pipiripau,Casa do Cerrado,convencional,525
206,31-jan.-18,183,Produtor de Água Pipiripau,Granja do Ipê,convencional,610
207,22-jan.-18,184,Produtor de Água Pipiripau,Granja do Ipê,convencional,1145
208,22-jan.-18,184,Produtor de Água Pipiripau,Casa do Cerrado,convencional,165
209,29-jan.-18,185,Produtor de Água Pipiripau,Granja do Ipê,convencional,1563
210,31-jan.-18,186,Produtor de Água Pipiripau,Granja do Ipê,convencional,1910
211,31-jan.-18,186,Produtor de Água Pipiripau,Casa do Cerrado,convencional,290
212,31-jan.-18,186,Produtor de Água Pipiripau,Granja do Ipê,convencional,775
213,31-jan.-18,187,Produtor de Água Pipiripau,Granja do Ipê,convencional,815
214,05-fev.-18,187,Produtor de Água Pipiripau,Granja do Ipê,convencional,2300
215,06-fev.-18,187,Produtor de Água Pipiripau,Granja do Ipê,convencional,2000
216,29-jan.-18,188,Produtor de Água Pipiripau,Granja do Ipê,convencional,675
217,07-fev.-18,181,Produtor de Água Pipiripau,Granja do Ipê,convencional,225
218,22-jan.-18,189,Produtor de Água Pipiripau,Granja do Ipê,convencional,315
219,22-jan.-18,190,Produtor de Água Pipiripau,Granja do Ipê,convencional,140
220,23-jan.-14,191,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
221,01-dez.-16,192,Produtor de Água Pipiripau,Granja do Ipê,convencional,596
222,29-jan.-14,193,Produtor de Água Pipiripau,Granja do Ipê,convencional,1700
223,09-dez.-15,193,Produtor de Água Pipiripau,Granja do Ipê,convencional,400
224,04-dez.-14,194,Produtor de Água Pipiripau,Granja do Ipê,convencional,1200
225,01-mar.-15,194,Produtor de Água Pipiripau,Granja do Ipê,convencional,2000
226,23-fev.-17,194,Produtor de Água Pipiripau,Granja do Ipê,convencional,10
227,23-fev.-17,194,Produtor de Água Pipiripau,Granja do Ipê,convencional,200
228,10-nov.-16,195,Produtor de Água Pipiripau,Granja do Ipê,convencional,2037
229,10-nov.-16,195,Produtor de Água Pipiripau,Granja do Ipê,convencional,2038
230,16-fev.-15,196,Produtor de Água Pipiripau,Granja do Ipê,convencional,100
231,16-fev.-15,196,Produtor de Água Pipiripau,Granja do Ipê,convencional,64
232,01-jan.-15,197,Produtor de Água Pipiripau,Granja do Ipê,convencional,3500
233,30-jan.-15,198,Produtor de Água Pipiripau,Granja do Ipê,convencional,600
234,19-fev.-15,199,Produtor de Água Pipiripau,Granja do Ipê,convencional,3500
235,15-abr.-15,200,Produtor de Água Pipiripau,Granja do Ipê,convencional,2775
236,27-abr.-15,200,Produtor de Água Pipiripau,Granja do Ipê,convencional,500
237,04-dez.-15,201,Produtor de Água Pipiripau,Granja do Ipê,convencional,800
238,25-nov.-15,201,Produtor de Água Pipiripau,Granja do Ipê,convencional,3000
240,01-nov.-15,202,Produtor de Água Pipiripau,Granja do Ipê,convencional,3000
241,01-nov.-15,202,Produtor de Água Pipiripau,Granja do Ipê,convencional,1000
242,23-dez.-16,203,Produtor de Água Pipiripau,Granja do Ipê,convencional,638
243,13-fev.-15,204,Produtor de Água Pipiripau,Granja do Ipê,convencional,700
244,10-nov.-15,188,Produtor de Água Pipiripau,Granja do Ipê,convencional,500
245,15-nov.-15,188,Produtor de Água Pipiripau,Granja do Ipê,convencional,400
246,05-fev.-14,205,Produtor de Água Pipiripau,Granja do Ipê,convencional,67
247,27-abr.-15,206,Produtor de Água Pipiripau,Granja do Ipê,convencional,500
248,19-fev.-14,207,Produtor de Água Pipiripau,Granja do Ipê,convencional,6900
249,26-fev.-15,208,Produtor de Água Pipiripau,Granja do Ipê,convencional,2200
250,18-dez.-13,209,Produtor de Água Pipiripau,Granja do Ipê,convencional,100
251,27-mar.-15,209,Produtor de Água Pipiripau,Granja do Ipê,convencional,700
252,29-nov.-13,210,Produtor de Água Pipiripau,Granja do Ipê,convencional,3320
253,06-fev.-14,210,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
254,28-jan.-15,210,Produtor de Água Pipiripau,Granja do Ipê,convencional,1800
255,25-fev.-15,210,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
256,21-out.-16,210,Produtor de Água Pipiripau,Granja do Ipê,convencional,323
257,18-dez.-13,211,Produtor de Água Pipiripau,Granja do Ipê,convencional,4733
258,11-jan.-14,211,Produtor de Água Pipiripau,Granja do Ipê,convencional,2733
259,05-fev.-14,211,Produtor de Água Pipiripau,Granja do Ipê,convencional,1500
260,08-dez.-14,211,Produtor de Água Pipiripau,Granja do Ipê,convencional,1500
261,27-fev.-15,211,Produtor de Água Pipiripau,Granja do Ipê,convencional,1289
262,01-abr.-15,212,Produtor de Água Pipiripau,Granja do Ipê,convencional,1200
263,04-dez.-14,212,Produtor de Água Pipiripau,Granja do Ipê,convencional,5000
264,26-jan.-14,212,Produtor de Água Pipiripau,Granja do Ipê,convencional,3000
265,17-jan.-14,212,Produtor de Água Pipiripau,Granja do Ipê,convencional,6350
266,04-dez.-15,212,Produtor de Água Pipiripau,Granja do Ipê,convencional,400
267,04-fev.-15,213,Produtor de Água Pipiripau,Granja do Ipê,convencional,1750
268,27-abr.-15,213,Produtor de Água Pipiripau,Granja do Ipê,convencional,843
269,27-mar.-15,214,Produtor de Água Pipiripau,Granja do Ipê,convencional,330
270,26-nov.-14,215,Produtor de Água Pipiripau,Granja do Ipê,convencional,6000
271,20-fev.-14,216,Produtor de Água Pipiripau,Granja do Ipê,convencional,170
272,23-fev.-15,216,Produtor de Água Pipiripau,Granja do Ipê,convencional,833
273,15-mai.-15,216,Produtor de Água Pipiripau,Granja do Ipê,convencional,1000
274,21-dez.-15,216,Produtor de Água Pipiripau,Granja do Ipê,convencional,100
275,25-nov.-14,217,Produtor de Água Pipiripau,Granja do Ipê,convencional,1250
276,26-jan.-15,184,Produtor de Água Pipiripau,Granja do Ipê,convencional,3200
277,21-dez.-15,184,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
278,01-abr.-15,218,Produtor de Água Pipiripau,Granja do Ipê,convencional,2084
279,31-out.-16,218,Produtor de Água Pipiripau,Granja do Ipê,convencional,700
280,01-jan.-16,219,Produtor de Água Pipiripau,Granja do Ipê,convencional,1652
281,15-abr.-15,220,Produtor de Água Pipiripau,Granja do Ipê,convencional,833
282,05-fev.-14,221,Produtor de Água Pipiripau,Granja do Ipê,convencional,5000
283,03-dez.-14,222,Produtor de Água Pipiripau,Granja do Ipê,convencional,1500
284,01-nov.-16,222,Produtor de Água Pipiripau,Granja do Ipê,convencional,322
285,02-dez.-14,223,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
286,11-dez.-15,223,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
288,01-jan.-15,224,Produtor de Água Pipiripau,Granja do Ipê,convencional,450
289,16-fev.-17,225,Produtor de Água Pipiripau,Granja do Ipê,convencional,100
290,08-dez.-14,226,Produtor de Água Pipiripau,Granja do Ipê,convencional,5684
291,21-dez.-15,226,Produtor de Água Pipiripau,Granja do Ipê,convencional,600
292,07-jan.-15,227,Produtor de Água Pipiripau,Granja do Ipê,convencional,9752
293,03-mar.-15,228,Produtor de Água Pipiripau,Granja do Ipê,convencional,600
294,03-nov.-14,229,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
295,27-fev.-15,230,Produtor de Água Pipiripau,Granja do Ipê,convencional,2399
296,21-out.-16,231,Produtor de Água Pipiripau,Granja do Ipê,convencional,399
297,04-mar.-15,231,Produtor de Água Pipiripau,Granja do Ipê,convencional,4264
298,11-fev.-14,232,Produtor de Água Pipiripau,Granja do Ipê,convencional,5710
299,12-fev.-15,232,Produtor de Água Pipiripau,Granja do Ipê,convencional,300
300,09-dez.-15,180,Produtor de Água Pipiripau,Granja do Ipê,convencional,1400
301,18-fev.-14,233,Produtor de Água Pipiripau,Granja do Ipê,convencional,3350
302,25-nov.-15,233,Produtor de Água Pipiripau,Granja do Ipê,convencional,8000
